编号,名字,性别,字号,年龄,正史,籍贯,父亲,母亲,兄弟,配偶,孩子,官职,主效,效力,总年数,年代列表,总章节,章节列表,历史,小说,头像,链接,效力数,配偶数
996,贾华,男,賈華,虚构人物,虚构人物,暂无相关记载,未知,未知,未知,未知,未知,将军,吴,吴,1,公元209年,2,第53回|第54回,虚构人物，出自三国演义。,吴主权亲引军敌曹公将张辽。华与宋谦二将使方天画戟，两边护卫。曹公将乐进刺斜里径取权，华、谦急将画戟遮架。刀到处，两枝戟齐断，只将戟杆望马头上打。后周瑜定美人计，引刘备入吴，於甘露寺设宴，吕范命华领三百刀斧手，伏于两廊。后备觉，告与国太。国太遂唤华责骂，华默然无言。国太喝令斩之。备告免，国太方叱退华。,http://www.e3ol.com/biography/pic/id/240/996.jpg,http://www.e3ol.com/biography/html/贾华/,1,0
1383,朱皓,男,文明,？-195,史实人物,扬州会稽郡上虞(浙江上虞市),朱儁,未知,未知|朱符,未知,未知,南昌太守|钱塘侯,东汉,东汉,0,未知,0,未知,太尉朱儁子。官至豫章太守。有才行。初，豫章太守周术病卒，刘表上诸葛玄为豫章太守，治南昌。汉朝闻周术死，遣皓代玄。皓从扬州刺史刘繇求兵击玄，玄退屯西城，皓入南昌。兴平二年，繇屯彭泽，又使融助皓讨刘表所用太守诸葛玄。许劭以融出军，不顾名义者也。皓善推诚以信人，宜使密防之。后融到，果诈杀皓，代领郡事。,未知,http://www.e3ol.com/biography/pic/id/240/1383.jpg,http://www.e3ol.com/biography/html/朱皓/,1,0
1068,秦良,男,秦良,虚构人物,虚构人物,暂无相关记载,未知,未知,未知,未知,未知,将军,魏,魏,1,公元230年,1,第100回,虚构人物，出自三国演义。,为大司马曹真副将，同往与蜀战。真令良引五千兵哨探，良领命，引兵刚到谷口，哨见蜀兵退去。良急引兵赶来，行到五六十里，不见蜀兵，心下疑惑，教军士下马歇息。忽哨马报说：“前面有蜀兵埋伏。”良上马看时，只见山中尘土大起，急令军士提防。不一时，四壁厢喊声大震：前面吴班、吴懿引兵杀出，背后关兴、廖化引兵杀来。左右是山，皆无走路。山上蜀兵大叫：“下马投降者免死！”魏兵大半多降。良死战，被廖化一刀斩于马下。,http://www.e3ol.com/biography/pic/id/240/1068.jpg,http://www.e3ol.com/biography/html/秦良/,1,0
5721,仇连,男,仇連,虚构人物,虚构人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,魏,魏,1,公元238年,1,第106回,虚构人物，出自三国演义。,任右都督，随司马懿征辽东。因劝司马懿移营高处，被斩，悬首于辕门外。,http://www.e3ol.com/biography/pic/id/240/5721.jpg,http://www.e3ol.com/biography/html/仇连/,1,0
4785,杨白,男,楊白,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,张鲁部将。欲伤害马超，未果。,未知,http://www.e3ol.com/biography/pic/id/240/4785.jpg,http://www.e3ol.com/biography/html/杨白/,1,0
2303,冯方,男,馮方,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,冯氏,暂无相关记载,东汉,东汉,0,未知,1,第17回,中常侍曹节女婿，灵帝初为尚书郎，后为大司农、司隶校尉。,在演义中提到冯方的女儿被袁术立为后。,http://www.e3ol.com/biography/pic/id/240/2303.jpg,http://www.e3ol.com/biography/html/冯方/,1,0
1332,步度根,男,步度根,？-233,史实人物,暂无相关记载,未知,未知,魁头|扶罗韩,未知,未知,鲜卑王,少数民族,少数民族|魏,0,未知,0,未知,鲜卑王。鲜卑大人魁头死，弟步度根代立。步度根既立，众稍衰弱，中兄扶罗韩亦别拥众数万为大人。建安中，曹公定幽州，步度根与轲比能等因乌丸校尉阎柔上贡献。后比能杀扶罗韩，步度根遂与比能失和，步度根遣使献马，帝拜为王。后数与轲比能更相攻击，步度根部众稍寡弱，将其众万余落保太原、雁门郡。至黄初五年，步度根诣阙贡献，厚加赏赐，是后一心守边，不为寇害，而轲比能众遂强盛。至青龙元年，比能诱步度根深结和亲，于是步度根将泄归泥及部众悉保比能，寇钞并州，杀略吏民。帝遣骁骑将军秦朗征之，归泥叛比能，将其部众降，拜归义王，赐幢麾、曲盖、鼓吹，居并州如故。步度根为比能所杀。,未知,http://www.e3ol.com/biography/pic/id/240/1332.jpg,http://www.e3ol.com/biography/html/步度根/,2,0
3524,缪尚,男,繆尚,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,事张杨，任河内太守。献帝建安四年（199），守射屯城，待袁绍。曹操军围城，率众降，封为列侯。,未知,http://www.e3ol.com/biography/pic/id/240/3524.jpg,http://www.e3ol.com/biography/html/缪尚/,1,0
5466,朱符,男,朱符,？-？,史实人物,扬州会稽郡(浙江绍兴市),朱儁,未知,朱晧|朱皓,未知,未知,交州刺史,东汉,东汉,0,未知,0,未知,交趾刺史，名臣朱儁子。为土著所杀。,未知,http://www.e3ol.com/biography/pic/id/240/5466.jpg,http://www.e3ol.com/biography/html/朱符/,1,0
3797,盛暹,男,盛暹,？-？,史实人物,扬州吴郡(江苏苏州市),未知,未知,未知,未知,未知,暂无相关记载,吴,吴,0,未知,0,未知,时有荐同郡盛暹于权者，以为梗概大节，有过于统，权曰：“且令如统足矣。”后召暹夜至，时统已卧，闻之，摄衣出门，执其手以入。其爱善不害如此。,未知,http://www.e3ol.com/biography/pic/id/240/3797.jpg,http://www.e3ol.com/biography/html/盛暹/,1,0
1528,李大目,男,李大目,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,起义军,起义军,0,未知,0,未知,黄巾军余部首领。因眼大，故以大目为称号。初平四年（193），为袁绍击败，其屯驻营垒遭屠杀。黑山、黄巾诸帅，本非冠盖，自相号字，谓骑白马者为张白骑，谓轻捷者为张飞燕，谓声大者为张雷公，其饶须者则自称于羝根，其眼大者自称李大目。,未知,http://www.e3ol.com/biography/pic/id/240/1528.jpg,http://www.e3ol.com/biography/html/李大目/,1,0
2965,来历,男,伯珍,？-133,史实人物,荆州南阳郡新野(河南南阳市新野县),未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,来歙孙，武安公主子，少袭爵。和帝时，任侍中、监羽林右骑、射声校尉。安帝延光元年（122）为太仆。谏不可废太子，连日不肯去，安帝怒，削国租，黜公主。顺帝即位，迁为卫尉，拜车骑将军，后为大鸿胪，死于官。,未知,http://www.e3ol.com/biography/pic/id/240/2965.jpg,http://www.e3ol.com/biography/html/来历/,1,0
2694,胡才,男,胡才,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,1,公元195年,1,第13回,曾奉令与李傕、郭汜大战，失败。,河东故白波帅之一。李傕、郭汜合兵追帝，杨奉、董承密传圣旨往河东，急召故白波帅韩暹、李乐、胡才三处军兵，前来救应。胡才被乱军所杀。,http://www.e3ol.com/biography/pic/id/240/2694.jpg,http://www.e3ol.com/biography/html/胡才/,1,0
2213,杜路,男,杜路,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,蜀,蜀,2,公元221年|公元222年,2,第82回|第84回,章武二年（222），刘备败于猇亭，路与刘宁等部将穷迫困厄，向吴求降。,随刘备伐吴。陆逊营烧七百里，蜀军败，杜路降吴。,http://www.e3ol.com/biography/pic/id/240/2213.jpg,http://www.e3ol.com/biography/html/杜路/,1,0
6097,刘炳,男,劉炳,143-145(3岁),史实人物,荆州南阳郡蔡阳(湖北襄阳市枣阳西南),刘保,未知,未知,未知,未知,皇帝,东汉,东汉,0,未知,1,第2回,东汉冲帝，公元144年八月庚午到公元145年正月戊戌在位，在位不足半年，卒年仅3岁。汉顺帝死后，两岁的太子刘炳于八月庚午登基，是为汉冲帝，改元“永嘉”，顺帝的皇后梁氏被尊为皇太后。冲帝在位时，由外戚梁氏把持朝政，梁冀飞扬跋扈，朝廷腐败，民不聊生。冲帝在位期间九江发生暴乱。公元145年正月戊戌（初六）日（2月15日），3岁的冲帝病死，死后葬于怀陵，谥号孝冲皇帝。,东汉冲帝，公元144年到公元145年在位，在位不足半年，卒年仅3岁。三国演义中有提及此人。,http://www.e3ol.com/biography/pic/id/240/6097.jpg,http://www.e3ol.com/biography/html/刘炳/,1,0
5950,孙膑,男,孫臏,？-公元前316,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,其他,其他,0,未知,3,第30回|第98回|第100回,军事家。孙武之后。生于战国时期的齐国阿鄄之间（今山东省的阳谷县阿城镇，鄄城县北一带）。孙膑曾经和庞涓一道学习兵法。庞涓妒忌孙膑的才能，就捏造罪名，根据法律用刑挖去了他两足膝盖骨并在他脸上刺上字。曾被齐威王任命为军师，帮助齐国取得了桂陵之战和马陵之战的胜利。,战国时期人，演义中曾提到此人。,http://www.e3ol.com/biography/pic/id/240/5950.jpg,http://www.e3ol.com/biography/html/孙膑/,1,0
2752,桓发,男,桓發,？-？,史实人物,交州交趾郡(越南河内东北),桓治,未知,未知,未知,未知,暂无相关记载,吴,吴,0,未知,0,未知,桓邻之侄。士徽据交阯叛时，桓邻谏阻被杀。发乃合家兵击徽，久攻不下，遂相约和解，各自罢兵。,未知,http://www.e3ol.com/biography/pic/id/240/2752.jpg,http://www.e3ol.com/biography/html/桓发/,1,0
1130,奚泥,男,奚泥,虚构人物,虚构人物,乌戈国(阿富汗西部赫拉特),未知,未知,未知,未知,未知,藤甲军领兵俘长,少数民族,少数民族,1,公元225年,1,第90回,虚构人物，出自三国演义。 ,乌戈国藤甲军领兵俘长。曾大败蜀军，后为蜀相诸葛亮施计引入盘蛇谷中，尽烧其众，无所生还。 ,http://www.e3ol.com/biography/pic/id/240/1130.jpg,http://www.e3ol.com/biography/html/奚泥/,1,0
3802,施但,男,施但,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,起义军,起义军,0,未知,0,未知,吴山民起义领袖。宝鼎元年（266），因民劳怨，在吴兴郡永安县聚众数千人暴动。北上进攻建业，发展到万余人，后失败。,未知,http://www.e3ol.com/biography/pic/id/240/3802.jpg,http://www.e3ol.com/biography/html/施但/,1,0
5568,左髭丈八,男,左髭丈八,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,西晋,西晋,0,未知,0,未知,东汉末农民起义军首领之一，响应张角起兵。后为袁绍所镇压。,未知,http://www.e3ol.com/biography/pic/id/240/5568.jpg,http://www.e3ol.com/biography/html/左髭丈八/,1,0
537,刘辩,男,劉辯,173-190(18岁),史实人物,荆州南阳郡蔡阳(湖北襄阳市枣阳西南),刘宏[汉灵帝],灵思皇后,未知,唐妃,未知,弘农王,东汉,东汉,3,公元189年|公元190年,5,第2回|第3回|第4回|第5回|第6回,弘农王。皇子辩即皇帝位，年十七。尊皇后曰皇太后，太后临朝。大赦天下，改元为光熹。封皇弟协为渤海王。后将军袁隗为太傅，与大将军何进参录尚书事。上军校尉蹇硕下狱死。六月辛亥，孝仁皇后董氏崩。辛酉，葬孝灵皇帝于文陵。,斐剑八月戊辰，中常侍张让、段珪杀大将军何进，于是虎贲中郎将袁术烧东西宫，攻诸宦者。庚午，张让、段珪等劫少帝及陈留王幸北宫德阳殿。何进部曲将吴匡与车骑将军何苗战于硃雀阙下，苗败，斩之。辛末，司隶校尉袁绍勒后收伪司隶校尉樊陵、河南尹许相及诸阉人，无少长皆斩之。让、珪等复劫少帝、陈留王走小平津。尚书卢植追让、珪等，斩数人，其余投河而死。帝与陈留王协夜步逐荧光行数里，得民家露车，共乘之。辛未，还宫。大赦天下，改光熹为昭宁。董卓并州牧董卓杀执金吾丁原。司空刘弘免，董卓自为司空。九月甲戌，董卓废帝为弘农王。 ,http://www.e3ol.com/biography/pic/id/240/537.jpg,http://www.e3ol.com/biography/html/刘辩/,1,1
673,申耽,男,义举,？-？,史实人物,益州上庸郡(湖北十堰市竹山县西南),未知,未知,申仪,未知,未知,怀集将军|员乡侯,魏,蜀|魏|张鲁,4,公元219年|公元220年|公元227年|公元228年,5,第73回|第76回|第79回|第94回|第95回,初在西平、上庸间聚众数千家，后与张鲁通，又遣使诣太祖，加其号为将军，因使领上庸都尉。至建安末，为蜀所攻，以其郡西属。为征北将军。后耽与弟仪判刘封，复降魏，魏假耽怀集将军，徙居南阳。,太祖弃汉中，耽降蜀，属孟达，为上庸都尉、征北将军，劝达投魏。后达欲归蜀，耽暗通司马懿，使达被困，达为耽一枪刺死。后随懿征进，困马谡并断汲水道，大胜蜀军。后与弟仪守列柳城。,http://www.e3ol.com/biography/pic/id/240/673.jpg,http://www.e3ol.com/biography/html/申耽/,3,0
6157,邓训,男,平叔,？-92,史实人物,荆州南阳郡新野(河南南阳市新野县),邓禹,未知,未知,未知,邓骘|邓绥,暂无相关记载,东汉,东汉,0,未知,0,未知,邓训是太傅高密侯邓禹第六子。少有大志，厌文尚武，邓禹骂他不肖。汉明帝初年（58年）为郎中，邓训能与士卒同甘苦，士大夫多附之。汉章帝时，邓训任乌桓校尉。历官张掖太守。永元元年（89年），取代张纡为护羌校尉，进驻临羌城（今黄源县城东），离间羌人，采取安抚政策，又发兵进攻大、小榆谷（青海贵德西境），邓训发湟中兵六千，至归义城（今青海贵德黄河北岸尕让村），为黄河所阻，命兵士“缝革为船，置于稗上，以渡河”，击破羌豪迷唐，迷唐败走颇岩谷。永元四年（92年），病卒，河湟族在土楼山建圣贤神祠。有女邓绥，为汉和帝之皇后。,未知,http://www.e3ol.com/biography/pic/id/240/6157.jpg,http://www.e3ol.com/biography/html/邓训/,1,0
1382,荀正,男,荀正,虚构人物,虚构人物,暂无相关记载,未知,未知,未知,未知,未知,将军,袁术,袁术,1,公元196年,1,第14回,虚构人物，出自三国演义。,袁术部将。术攻徐州牧刘备，以上将纪灵为主将、正为副将，起兵十万杀弃徐州。两军会于盱眙，灵与备将关羽战，三十合后退走。灵遣正出马，正以羽无名下将，非灵对手，惹得羽大怒，直取正，交马一合，砍正于马下。,http://www.e3ol.com/biography/pic/id/240/1382.jpg,http://www.e3ol.com/biography/html/荀正/,1,0
5324,甄俨,男,甄俨,？-？,史实人物,冀州中山国毋极(河北石家庄市无极县西、滋水北岸),甄逸,未知,文昭皇后|甄道|甄姜|甄荣|甄脱|甄尧|甄豫,东乡君,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,魏文帝甄皇后父甄逸次子。曾举孝廉，辟为大将军掾，任曲梁长。,未知,http://www.e3ol.com/biography/pic/id/240/5324.jpg,http://www.e3ol.com/biography/html/甄俨/,1,1
